algorithm,vertex count,edge count,density,cover size,duration (s)
approximation two factor,26,325,1.0000,26,0.0001951
approximation one by one,26,325,1.0000,25,0.0002912
exact exhaustive,26,325,1.0000,25,146.247504
exact increasing size,26,325,1.0000,25,186.7848453
approximation two factor,26,325,1.0000,26,0.0002258
approximation one by one,26,325,1.0000,25,0.0003436
exact exhaustive,27,34,0.0969,13,37.9894328
exact increasing size,27,34,0.0969,13,48.0022582
approximation two factor,27,34,0.0969,22,0.0000306
approximation one by one,27,34,0.0969,15,0.0000331
exact exhaustive,27,61,0.1738,16,62.9014467
exact increasing size,27,61,0.1738,16,61.3865564
approximation two factor,27,61,0.1738,24,0.0000416
approximation one by one,27,61,0.1738,18,0.0000565
exact exhaustive,27,119,0.3390,18,92.114973
exact increasing size,27,119,0.3390,18,99.1272373
approximation two factor,27,119,0.3390,24,0.0000936
approximation one by one,27,119,0.3390,23,0.0001296
exact exhaustive,27,184,0.5242,21,121.4894575
exact increasing size,27,184,0.5242,21,128.1449836
approximation two factor,27,184,0.5242,26,0.0001138
approximation one by one,27,184,0.5242,25,0.0001645
exact exhaustive,27,215,0.6125,21,123.2089431
exact increasing size,27,215,0.6125,21,220.1131285
approximation two factor,27,215,0.6125,26,0.0001804
approximation one by one,27,215,0.6125,24,0.000252
exact exhaustive,27,252,0.7179,23,159.2701123
exact increasing size,27,252,0.7179,23,189.948264
approximation two factor,27,252,0.7179,26,0.0001582
approximation one by one,27,252,0.7179,25,0.0002426
exact exhaustive,27,295,0.8405,24,168.539603
exact increasing size,27,295,0.8405,24,189.6081194
approximation two factor,27,295,0.8405,26,0.0001731
approximation one by one,27,295,0.8405,26,0.0002804
exact exhaustive,27,324,0.9231,24,215.951373
exact increasing size,27,324,0.9231,24,223.576939
approximation two factor,27,324,0.9231,26,0.0001917
approximation one by one,27,324,0.9231,25,0.0002882
exact exhaustive,27,338,0.9630,25,210.196112
exact increasing size,27,338,0.9630,25,230.403588
approximation two factor,27,338,0.9630,26,0.0001848
approximation one by one,27,338,0.9630,26,0.0003033
exact exhaustive,27,344,0.9801,25,257.2506047
exact increasing size,27,344,0.9801,25,288.5217164
approximation two factor,27,344,0.9801,26,0.0004175
approximation one by one,27,344,0.9801,26,0.0003322
exact exhaustive,27,350,0.9972,25,258.0178614
exact increasing size,27,350,0.9972,25,341.8348432
approximation two factor,27,350,0.9972,26,0.0002114
approximation one by one,27,350,0.9972,26,0.0002924
exact exhaustive,27,351,1.0000,26,283.1525492
exact increasing size,27,351,1.0000,26,300.5340144
approximation two factor,27,351,1.0000,26,0.0002148
approximation one by one,27,351,1.0000,26,0.0003317
exact exhaustive,28,36,0.0952,13,78.5315655
exact increasing size,28,36,0.0952,13,40.9265111
approximation two factor,28,36,0.0952,20,0.0000329
approximation one by one,28,36,0.0952,17,0.0000404
exact exhaustive,28,62,0.1640,15,107.4843129
exact increasing size,28,62,0.1640,15,110.106199
approximation two factor,28,62,0.1640,24,0.0000727
approximation one by one,28,62,0.1640,18,0.0001091
exact exhaustive,28,120,0.3175,20,207.7865936
exact increasing size,28,120,0.3175,20,292.6706053
approximation two factor,28,120,0.3175,26,0.000101
approximation one by one,28,120,0.3175,23,0.0001325
exact exhaustive,28,172,0.4550,22,235.7144691
exact increasing size,28,172,0.4550,22,329.0221904
approximation two factor,28,172,0.4550,28,0.0001075
approximation one by one,28,172,0.4550,24,0.0001553
exact exhaustive,28,237,0.6270,23,248.612192
exact increasing size,28,237,0.6270,23,416.8289299
approximation two factor,28,237,0.6270,28,0.0002095
approximation one by one,28,237,0.6270,25,0.0002219
exact exhaustive,28,284,0.7513,23,342.5445377
exact increasing size,28,284,0.7513,23,800.9626174
approximation two factor,28,284,0.7513,28,0.0002178
approximation one by one,28,284,0.7513,27,0.0002774
exact exhaustive,28,315,0.8333,25,391.5849224
exact increasing size,28,315,0.8333,25,503.9767993
approximation two factor,28,315,0.8333,26,0.0001714
approximation one by one,28,315,0.8333,27,0.0002775
exact exhaustive,28,344,0.9101,25,432.2892483
exact increasing size,28,344,0.9101,25,706.8587126
approximation two factor,28,344,0.9101,28,0.0002251
approximation one by one,28,344,0.9101,26,0.000345
exact exhaustive,28,364,0.9630,26,508.0563257
exact increasing size,28,364,0.9630,26,705.4195623
approximation two factor,28,364,0.9630,28,0.0002351
approximation one by one,28,364,0.9630,27,0.0003469
exact exhaustive,28,371,0.9815,26,514.3952169
exact increasing size,28,371,0.9815,26,891.6435959
approximation two factor,28,371,0.9815,28,0.0002244
approximation one by one,28,371,0.9815,27,0.0003274
exact exhaustive,28,377,0.9974,26,540.4908344
