algorithm,vertex count,edge count,density,cover size,duration (s)
approximation one by one,26,30,0.0923,15,0.0000295
exact exhaustive,26,78,0.2400,17,31.4488968
exact increasing size,26,78,0.2400,17,41.1880749
approximation two factor,26,78,0.2400,22,0.0000582
approximation one by one,26,78,0.2400,19,0.0000845
exact exhaustive,26,113,0.3477,19,42.9818494
exact increasing size,26,113,0.3477,19,53.6168263
approximation two factor,26,113,0.3477,22,0.0000706
approximation one by one,26,113,0.3477,20,0.0001064
exact exhaustive,26,177,0.5446,20,39.1082908
exact increasing size,26,177,0.5446,20,51.8074946
approximation two factor,26,177,0.5446,24,0.0001173
approximation one by one,26,177,0.5446,21,0.0001708
exact exhaustive,26,208,0.6400,22,54.4891136
exact increasing size,26,208,0.6400,22,88.7723877
approximation two factor,26,208,0.6400,26,0.0001321
approximation one by one,26,208,0.6400,22,0.0001897
exact exhaustive,26,247,0.7600,22,54.7942352
exact increasing size,26,247,0.7600,22,70.878624
approximation two factor,26,247,0.7600,26,0.0001487
approximation one by one,26,247,0.7600,25,0.000235
exact exhaustive,26,276,0.8492,23,72.5877327
exact increasing size,26,276,0.8492,23,85.4080915
approximation two factor,26,276,0.8492,26,0.0001714
approximation one by one,26,276,0.8492,25,0.0002802
exact exhaustive,26,292,0.8985,23,81.8650981
exact increasing size,26,292,0.8985,23,93.9813686
approximation two factor,26,292,0.8985,26,0.0001649
approximation one by one,26,292,0.8985,25,0.0002804
exact exhaustive,26,317,0.9754,24,82.0769081
exact increasing size,26,317,0.9754,24,99.3050882
approximation two factor,26,317,0.9754,26,0.0002107
approximation one by one,26,317,0.9754,25,0.0003399
exact exhaustive,26,322,0.9908,24,85.154484
exact increasing size,26,322,0.9908,24,101.302567
approximation two factor,26,322,0.9908,26,0.000215
approximation one by one,26,322,0.9908,25,0.0003226
exact exhaustive,26,325,1.0000,25,98.869738401
exact increasing size,26,325,1.0000,25,113.8413081
approximation two factor,26,325,1.0000,26,0.0002341
approximation one by one,26,325,1.0000,25,0.000341
exact exhaustive,26,325,1.0000,25,99.635442
exact increasing size,26,325,1.0000,25,120.6708403
approximation two factor,26,325,1.0000,26,0.0002056
approximation one by one,26,325,1.0000,25,0.000307
exact exhaustive,27,29,0.0826,11,21.6719674
exact increasing size,27,29,0.0826,11,8.150940901
approximation two factor,27,29,0.0826,18,0.0000277
approximation one by one,27,29,0.0826,15,0.0000323
exact exhaustive,27,60,0.1709,14,38.477310301
exact increasing size,27,60,0.1709,14,33.5408887
approximation two factor,27,60,0.1709,20,0.0000434
approximation one by one,27,60,0.1709,19,0.0000602
exact exhaustive,27,107,0.3048,19,78.1757509
exact increasing size,27,107,0.3048,19,144.6893024
approximation two factor,27,107,0.3048,26,0.0000681
approximation one by one,27,107,0.3048,22,0.0000962
exact exhaustive,27,165,0.4701,21,101.241282901
exact increasing size,27,165,0.4701,21,116.7579953
approximation two factor,27,165,0.4701,26,0.0001159
approximation one by one,27,165,0.4701,24,0.0001799
exact exhaustive,27,243,0.6923,22,112.8946798
exact increasing size,27,243,0.6923,22,152.8203312
approximation two factor,27,243,0.6923,26,0.000150099
approximation one by one,27,243,0.6923,25,0.000248099
exact exhaustive,27,265,0.7550,23,121.9650669
exact increasing size,27,265,0.7550,23,195.9883726
approximation two factor,27,265,0.7550,26,0.0001487
approximation one by one,27,265,0.7550,25,0.0002662
exact exhaustive,27,302,0.8604,24,143.0139215
exact increasing size,27,302,0.8604,24,187.7853155
approximation two factor,27,302,0.8604,26,0.0001767
approximation one by one,27,302,0.8604,26,0.000302599
exact exhaustive,27,314,0.8946,24,152.7046788
exact increasing size,27,314,0.8946,24,188.412106599
approximation two factor,27,314,0.8946,26,0.0001806
approximation one by one,27,314,0.8946,26,0.000330701
exact exhaustive,27,332,0.9459,25,166.7541589
exact increasing size,27,332,0.9459,25,208.983035301
approximation two factor,27,332,0.9459,26,0.0005435
approximation one by one,27,332,0.9459,26,0.000326299
exact exhaustive,27,346,0.9858,25,185.859202499
exact increasing size,27,346,0.9858,25,233.188479799
approximation two factor,27,346,0.9858,26,0.0002378
approximation one by one,27,346,0.9858,26,0.0003435
exact exhaustive,27,351,1.0000,26,209.556900099
exact increasing size,27,351,1.0000,26,255.0494505
approximation two factor,27,351,1.0000,26,0.0002205
approximation one by one,27,351,1.0000,26,0.000326199
exact exhaustive,27,351,1.0000,26,200.6654177
exact increasing size,27,351,1.0000,26,244.1890701
approximation two factor,27,351,1.0000,26,0.0002274
approximation one by one,27,351,1.0000,26,0.000333101
exact exhaustive,28,35,0.0926,13,55.1458583
exact increasing size,28,35,0.0926,13,40.9456903
approximation two factor,28,35,0.0926,20,0.0000331
approximation one by one,28,35,0.0926,17,0.000043999
exact exhaustive,28,76,0.2011,17,102.5626057
exact increasing size,28,76,0.2011,17,199.6402274
approximation two factor,28,76,0.2011,26,0.000067
approximation one by one,28,76,0.2011,24,0.0000846
exact exhaustive,28,155,0.4101,21,146.8571949
exact increasing size,28,155,0.4101,21,231.446922399
approximation two factor,28,155,0.4101,26,0.0001054
approximation one by one,28,155,0.4101,22,0.000155501
exact exhaustive,28,205,0.5423,22,170.925182599
exact increasing size,28,205,0.5423,22,295.1288061
approximation two factor,28,205,0.5423,28,0.000139
approximation one by one,28,205,0.5423,25,0.000227099
exact exhaustive,28,249,0.6587,23,217.381699501
exact increasing size,28,249,0.6587,23,380.845835001
approximation two factor,28,249,0.6587,26,0.000158399
approximation one by one,28,249,0.6587,26,0.0002584
exact exhaustive,28,269,0.7116,24,257.3124638
exact increasing size,28,269,0.7116,24,408.8489072
approximation two factor,28,269,0.7116,28,0.000178399
approximation one by one,28,269,0.7116,25,0.0002676
exact exhaustive,28,310,0.8201,25,331.7015825
exact increasing size,28,310,0.8201,25,492.5626957
approximation two factor,28,310,0.8201,28,0.000170901
approximation one by one,28,310,0.8201,26,0.000285501
exact exhaustive,28,351,0.9286,26,352.409459
